"crn"	"subject"	"num"	"description"	"section"	"type"	"credits"	"start"	"end"	"days"	"where"	"schedule"	"instructor"
"21993"	"Business Administration"	"BA 587"	"Business Policy and Strategy"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Albi Alikaj"
"22229"	"Biology"	"BY 101"	"Introductory Biology I"	"001"	"LEC"	"3"	"11:15:00"	"12:15:00"	"MWF"	"Martin Hall 122"	"In-Person Instruction"	"Cecilia Arianne Johnson"
"22231"	"Biology"	"BY 101"	"Introductory Biology I"	"002"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"Martin Hall 122"	"In-Person Instruction"	"Cecilia Arianne Johnson"
"22232"	"Biology"	"BY 101"	"Introductory Biology I"	"003"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"Martin Hall 332"	"In-Person Instruction"	"Cecilia Arianne Johnson"
"22233"	"Biology"	"BY 101"	"Introductory Biology I"	"004"	"LEC"	"3"	"15:00:00"	"16:30:00"	"MW"	"Martin Hall 122"	"In-Person Instruction"	"Andrew Tyler Parris"
"22234"	"Biology"	"BY 101"	"Introductory Biology I"	"005"	"LEC"	"3"	"14:30:00"	"16:00:00"	"TR"	"Martin Hall 332"	"In-Person Instruction"	"Andrew Tyler Parris"
"22235"	"Biology"	"BY 101"	"Introductory Biology I"	"100"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Stacy L Blair"
"22236"	"Biology"	"BY 101"	"Introductory Biology I"	"101"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Stacy L Blair"
"22239"	"Biology"	"BY 102"	"Introductory Biology II"	"001"	"LEC"	"3"	"08:45:00"	"09:45:00"	"MWF"	"Martin Hall 130"	"In-Person Instruction"	"Cecilia Arianne Johnson"
"22241"	"Biology"	"BY 102"	"Introductory Biology II"	"002"	"LEC"	"3"	"13:45:00"	"14:45:00"	"MWF"	"Martin Hall 130"	"In-Person Instruction"	"Andrew Tyler Parris"
"22243"	"Biology"	"BY 102"	"Introductory Biology II"	"003"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"Martin Hall 122"	"In-Person Instruction"	"Cecilia Arianne Johnson"
"22246"	"Biology"	"BY 102"	"Introductory Biology II"	"004"	"LEC"	"3"	"12:30:00"	"13:30:00"	"MWF"	"Martin Hall 336"	"In-Person Instruction"	"Andrew Tyler Parris"
"22251"	"Biology"	"BY 102"	"Introductory Biology II"	"100"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Stacy L Blair"
"22252"	"Biology"	"BY 102"	"Introductory Biology II"	"101"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Stacy L Blair"
"23137"	"Biology"	"BY 102"	"Introductory Biology II"	"200"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Alexandria High School"	"In-Person Instruction"	"Melissa Paige Phillips, Megan E Meade"
"23138"	"Biology"	"BY 102"	"Introductory Biology II"	"201"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Munford High School"	"In-Person Instruction"	"Ashley Hamlin Campbell, Megan E Meade"
"23139"	"Biology"	"BY 102"	"Introductory Biology II"	"202"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Oxford High School"	"In-Person Instruction"	"Chenein Nicole Compton, Megan E Meade"
"23140"	"Biology"	"BY 102"	"Introductory Biology II"	"203"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Piedmont High School"	"In-Person Instruction"	"Matthew S Deerman, Megan E Meade"
"23141"	"Biology"	"BY 102"	"Introductory Biology II"	"204"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Weaver High School"	"In-Person Instruction"	"Kennedy Samples Crowe, Megan E Meade"
"23143"	"Biology"	"BY 102"	"Introductory Biology II"	"205"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Megan E Meade"
"23145"	"Biology"	"BY 102"	"Introductory Biology II"	"206"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Robin A Childs Spoon, Megan E Meade"
"21299"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"001"	"LAB"	"1"	"10:00:00"	"12:00:00"	"M"	"McGee Science Center 104"	"Lab"	"Christopher Alan Murdock, Megan E Meade"
"21300"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"002"	"LAB"	"1"	"12:30:00"	"14:30:00"	"M"	"McGee Science Center 104"	"Lab"	"Christopher Alan Murdock, Megan E Meade"
"21301"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"003"	"LAB"	"1"	"15:00:00"	"17:00:00"	"M"	"McGee Science Center 104"	"Lab"	"Christopher Alan Murdock, Megan E Meade"
"21303"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"004"	"LAB"	"1"	"15:00:00"	"17:00:00"	"M"	"McGee Science Center 110"	"Lab"	"Richard M Watkins, Megan E Meade"
"21305"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"005"	"LAB"	"1"	"10:00:00"	"12:00:00"	"T"	"McGee Science Center 104"	"Lab"	"Christopher Alan Murdock, Megan E Meade"
"21306"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"006"	"LAB"	"1"	"10:00:00"	"12:00:00"	"W"	"McGee Science Center 104"	"Lab"	"Christopher Alan Murdock, Megan E Meade"
"21308"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"007"	"LAB"	"1"	"10:00:00"	"12:00:00"	"W"	"McGee Science Center 107"	"Lab"	"Richard M Watkins, Megan E Meade"
"21309"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"008"	"LAB"	"1"	"10:00:00"	"12:00:00"	"W"	"McGee Science Center 110"	"Lab"	"Richard M Watkins, Megan E Meade"
"21311"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"009"	"LAB"	"1"	"12:30:00"	"14:30:00"	"W"	"McGee Science Center 104"	"Lab"	"Christopher Alan Murdock, Megan E Meade"
"21313"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"010"	"LAB"	"1"	"12:30:00"	"14:30:00"	"W"	"McGee Science Center 107"	"Lab"	"Richard M Watkins, Megan E Meade"
"21314"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"011"	"LAB"	"1"	"12:30:00"	"14:30:00"	"W"	"McGee Science Center 110"	"Lab"	"Richard M Watkins, Megan E Meade"
"21315"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"012"	"LAB"	"1"	"15:00:00"	"17:00:00"	"W"	"McGee Science Center 104"	"Lab"	"Christopher Alan Murdock, Megan E Meade"
"21318"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"013"	"LAB"	"1"	"15:00:00"	"17:00:00"	"W"	"McGee Science Center 107"	"Lab"	"Richard M Watkins, Megan E Meade"
"21320"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"014"	"LAB"	"1"	"15:00:00"	"17:00:00"	"W"	"McGee Science Center 110"	"Lab"	"Jocelyn Antoinette Moore, Megan E Meade"
"21321"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"015"	"LAB"	"1"	"17:15:00"	"19:15:00"	"W"	"McGee Science Center 104"	"Lab"	"Christopher Alan Murdock, Megan E Meade"
"21322"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"016"	"LAB"	"1"	"17:15:00"	"19:15:00"	"W"	"McGee Science Center 107"	"Lab"	"Jocelyn Antoinette Moore, Megan E Meade"
"21324"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"017"	"LAB"	"1"	"17:15:00"	"19:15:00"	"W"	"McGee Science Center 110"	"Lab"	"Jocelyn Antoinette Moore, Megan E Meade"
"21327"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"018"	"LAB"	"1"	"10:00:00"	"12:00:00"	"R"	"McGee Science Center 110"	"Lab"	"Jocelyn Antoinette Moore, Megan E Meade"
"21329"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"019"	"LAB"	"1"	"12:30:00"	"14:30:00"	"R"	"McGee Science Center 110"	"Lab"	"Jocelyn Antoinette Moore, Megan E Meade"
"21335"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"020"	"LAB"	"1"	"12:30:00"	"14:30:00"	"R"	"McGee Science Center 107"	"Lab"	"Jocelyn Antoinette Moore, Megan E Meade"
"21337"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"021"	"LAB"	"1"	"15:00:00"	"17:00:00"	"R"	"McGee Science Center 107"	"Lab"	"Richard M Watkins, Megan E Meade"
"21338"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"022"	"LAB"	"1"	"15:00:00"	"17:00:00"	"R"	"McGee Science Center 110"	"Lab"	"Jocelyn Antoinette Moore, Megan E Meade"
"21339"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"100"	"LAB"	"1"	"00:00:00"	"00:00:00"	"TBA"	"Online"	"Lab"	"Megan E Meade"
"21340"	"Biology"	"BY 103"	"Introductory Biology Lab I"	"101"	"LAB"	"1"	"00:00:00"	"00:00:00"	"TBA"	"Online"	"Lab"	"Megan E Meade"
"21341"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"001"	"LAB"	"1"	"10:00:00"	"12:00:00"	"M"	"Martin Hall 102"	"Lab"	"Megan E Meade, Taylor Paige Findley"
"21342"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"002"	"LAB"	"1"	"10:00:00"	"12:00:00"	"M"	"Martin Hall 103"	"Lab"	"Megan E Meade, Taylor Paige Findley"
"21343"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"003"	"LAB"	"1"	"12:30:00"	"14:30:00"	"M"	"Martin Hall 102"	"Lab"	"Megan E Meade, Taylor Paige Findley"
"21344"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"004"	"LAB"	"1"	"12:30:00"	"14:30:00"	"M"	"Martin Hall 103"	"Lab"	"Megan E Meade, Taylor Paige Findley"
"21345"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"005"	"LAB"	"1"	"15:00:00"	"17:00:00"	"M"	"Martin Hall 102"	"Lab"	"Megan E Meade, Taylor Paige Findley"
"21346"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"006"	"LAB"	"1"	"10:00:00"	"12:00:00"	"T"	"Martin Hall 309"	"Lab"	"Tenzing Jonathan Watre Ingty, Megan E Meade"
"21347"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"007"	"LAB"	"1"	"10:00:00"	"12:00:00"	"T"	"Martin Hall 103"	"Lab"	"Megan E Meade, Taylor Paige Findley"
"21349"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"008"	"LAB"	"1"	"12:30:00"	"14:30:00"	"T"	"Martin Hall 309"	"Lab"	"Tenzing Jonathan Watre Ingty, Megan E Meade"
"21350"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"009"	"LAB"	"1"	"12:30:00"	"14:30:00"	"T"	"Martin Hall 103"	"Lab"	"Megan E Meade, Taylor Paige Findley"
"21352"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"010"	"LAB"	"1"	"15:00:00"	"17:00:00"	"T"	"Martin Hall 309"	"Lab"	"Tenzing Jonathan Watre Ingty, Megan E Meade"
"21353"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"011"	"LAB"	"1"	"17:15:00"	"19:15:00"	"T"	"Martin Hall 309"	"Lab"	"Tenzing Jonathan Watre Ingty, Megan E Meade"
"21354"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"012"	"LAB"	"1"	"10:00:00"	"12:00:00"	"W"	"Martin Hall 309"	"Lab"	"Grover James Brown, Megan E Meade"
"21355"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"013"	"LAB"	"1"	"10:00:00"	"12:00:00"	"W"	"Martin Hall 103"	"Lab"	"Megan E Meade, Taylor Paige Findley"
"21356"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"014"	"LAB"	"1"	"12:30:00"	"14:30:00"	"W"	"Martin Hall 102"	"Lab"	"Megan E Meade, Taylor Paige Findley"
"21357"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"015"	"LAB"	"1"	"15:00:00"	"17:00:00"	"W"	"Martin Hall 309"	"Lab"	"Grover James Brown, Megan E Meade"
"21358"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"016"	"LAB"	"1"	"17:15:00"	"19:15:00"	"W"	"Martin Hall 309"	"Lab"	"Grover James Brown, Megan E Meade"
"21361"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"017"	"LAB"	"1"	"10:00:00"	"12:00:00"	"R"	"Martin Hall 102"	"Lab"	"Megan E Meade, Taylor Paige Findley"
"21362"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"018"	"LAB"	"1"	"10:00:00"	"12:00:00"	"R"	"Martin Hall 103"	"Lab"	"Megan E Meade, Taylor Paige Findley"
"21363"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"019"	"LAB"	"1"	"15:00:00"	"17:00:00"	"R"	"Martin Hall 102"	"Lab"	"Megan E Meade, Taylor Paige Findley"
"21366"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"100"	"LAB"	"1"	"00:00:00"	"00:00:00"	"TBA"	"Online"	"Lab"	"Megan E Meade"
"21368"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"101"	"LAB"	"1"	"00:00:00"	"00:00:00"	"TBA"	"Online"	"Lab"	"Megan E Meade"
"23146"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"200"	"LAB"	"1"	"00:00:00"	"00:00:00"	"TBA"	"Alexandria High School"	"Lab"	"Melissa Paige Phillips, Megan E Meade"
"23147"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"201"	"LAB"	"1"	"00:00:00"	"00:00:00"	"TBA"	"Munford High School"	"Lab"	"Ashley Hamlin Campbell, Megan E Meade"
"23150"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"202"	"LAB"	"1"	"00:00:00"	"00:00:00"	"TBA"	"Oxford High School"	"Lab"	"Chenein Nicole Compton, Megan E Meade"
"23151"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"203"	"LAB"	"1"	"00:00:00"	"00:00:00"	"TBA"	"Piedmont High School"	"Lab"	"Matthew S Deerman, Megan E Meade"
"23152"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"204"	"LAB"	"1"	"00:00:00"	"00:00:00"	"TBA"	"Weaver High School"	"Lab"	"Kennedy Samples Crowe, Megan E Meade"
"23153"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"205"	"ONL"	"1"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Megan E Meade"
"23154"	"Biology"	"BY 104"	"Introductory Biology Lab II"	"206"	"ONL"	"1"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Robin A Childs Spoon, Megan E Meade"
"22254"	"Biology"	"BY 106"	"Honors Introductory Biology II"	"001"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"Martin Hall 250"	"In-Person Instruction"	"Grover James Brown"
"21370"	"Biology"	"BY 108"	"Honors Intro Biology Lab II"	"001"	"LAB"	"1"	"12:30:00"	"14:30:00"	"W"	"Martin Hall 309"	"Lab"	"Grover James Brown, Megan E Meade"
"22256"	"Biology"	"BY 121"	"Essentials of Biology"	"001"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"Martin Hall 336"	"In-Person Instruction"	"Ashley Nicole Turner"
"22257"	"Biology"	"BY 121"	"Essentials of Biology"	"002"	"LEC"	"3"	"08:45:00"	"09:45:00"	"MWF"	"Martin Hall 336"	"In-Person Instruction"	"Le Su"
"23112"	"Biology"	"BY 121"	"Essentials of Biology"	"003"	"BL1"	"3"	"13:45:00"	"14:45:00"	"MWF"	"Martin Hall 336"	"Hybrid (mostly on-campus)"	"Bethany Elaine Smith"
"22259"	"Biology"	"BY 122"	"Biology of Disease"	"001"	"LEC"	"3"	"15:00:00"	"16:30:00"	"MW"	"Martin Hall 234"	"In-Person Instruction"	"Jocelyn Antoinette Moore"
"22261"	"Biology"	"BY 122"	"Biology of Disease"	"100"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Richard M Watkins"
"22944"	"Biology"	"BY 122"	"Biology of Disease"	"002"	"LEC"	"3"	"12:30:00"	"13:30:00"	"MWF"	"Martin Hall 122"	"In-Person Instruction"	"Lori Tolley-Jordan"
"22945"	"Biology"	"BY 122"	"Biology of Disease"	"003"	"LEC"	"3"	"09:15:00"	"11:15:00"	"TR"	"Martin Hall 336"	"In-Person Instruction"	"Richard M Watkins"
"22264"	"Biology"	"BY 123"	"Environmental Biology"	"001"	"LEC"	"3"	"12:30:00"	"13:30:00"	"MWF"	"Martin Hall 130"	"In-Person Instruction"	"Tenzing Jonathan Watre Ingty"
"23113"	"Biology"	"BY 123"	"Environmental Biology"	"002"	"BL1"	"3"	"07:30:00"	"09:00:00"	"TR"	"Martin Hall 332"	"Hybrid (mostly on-campus)"	"James R Rayburn"
"22321"	"Biology"	"BY 260"	"Human Biology"	"001"	"LEC"	"4"	"09:15:00"	"10:45:00"	"TR"	"Martin Hall 327"	"In-Person Instruction"	"Michael E. Burns"
"21995"	"Biology"	"BY 263"	"Human Anatomy and Physiology I"	"001"	"LEC"	"4"	"11:15:00"	"12:15:00"	"MWF"	"Martin Hall 130"	"In-Person Instruction"	"Bethany Elaine Smith"
"21998"	"Biology"	"BY 263"	"Human Anatomy and Physiology I"	"002"	"LEC"	"4"	"11:15:00"	"12:15:00"	"MWF"	"Martin Hall 130"	"In-Person Instruction"	"Bethany Elaine Smith"
"22023"	"Biology"	"BY 263"	"Human Anatomy and Physiology I"	"003"	"LEC"	"4"	"11:15:00"	"12:15:00"	"MWF"	"Martin Hall 130"	"In-Person Instruction"	"Bethany Elaine Smith"
"22036"	"Biology"	"BY 263"	"Human Anatomy and Physiology I"	"004"	"LEC"	"4"	"16:45:00"	"18:15:00"	"MW"	"Martin Hall 130"	"In-Person Instruction"	"Taylor Paige Findley"
"22044"	"Biology"	"BY 263"	"Human Anatomy and Physiology I"	"005"	"LEC"	"4"	"16:45:00"	"18:15:00"	"MW"	"Martin Hall 130"	"In-Person Instruction"	"Taylor Paige Findley"
"22047"	"Biology"	"BY 263"	"Human Anatomy and Physiology I"	"006"	"LEC"	"4"	"16:45:00"	"18:15:00"	"MW"	"Martin Hall 130"	"In-Person Instruction"	"Taylor Paige Findley"
"22050"	"Biology"	"BY 263"	"Human Anatomy and Physiology I"	"007"	"LEC"	"4"	"10:00:00"	"11:00:00"	"MWF"	"Martin Hall 130"	"In-Person Instruction"	"Bethany Elaine Smith"
"22053"	"Biology"	"BY 263"	"Human Anatomy and Physiology I"	"008"	"LEC"	"4"	"10:00:00"	"11:00:00"	"MWF"	"Martin Hall 130"	"In-Person Instruction"	"Bethany Elaine Smith"
"22057"	"Biology"	"BY 263"	"Human Anatomy and Physiology I"	"009"	"LEC"	"4"	"10:00:00"	"11:00:00"	"MWF"	"Martin Hall 130"	"In-Person Instruction"	"Bethany Elaine Smith"
"22060"	"Biology"	"BY 263"	"Human Anatomy and Physiology I"	"010"	"LAB"	"4"	"10:00:00"	"12:00:00"	"M"	"Martin Hall 321"	"Lab"	"Bethany Elaine Smith"
"22065"	"Biology"	"BY 263"	"Human Anatomy and Physiology I"	"011"	"LEC"	"4"	"09:15:00"	"10:45:00"	"TR"	"Martin Hall 130"	"In-Person Instruction"	"Bethany Elaine Smith"
"22068"	"Biology"	"BY 263"	"Human Anatomy and Physiology I"	"012"	"LEC"	"4"	"09:15:00"	"10:45:00"	"TR"	"Martin Hall 130"	"In-Person Instruction"	"Bethany Elaine Smith"
"22081"	"Biology"	"BY 263"	"Human Anatomy and Physiology I"	"013"	"LAB"	"4"	"15:00:00"	"17:00:00"	"M"	"Martin Hall 321"	"Lab"	"Jenna Lee Ridlen"
"22085"	"Biology"	"BY 263"	"Human Anatomy and Physiology I"	"014"	"LEC"	"4"	"14:30:00"	"16:00:00"	"TR"	"Martin Hall 130"	"In-Person Instruction"	"Jenna Lee Ridlen"
"22089"	"Biology"	"BY 263"	"Human Anatomy and Physiology I"	"015"	"LEC"	"4"	"14:30:00"	"16:00:00"	"TR"	"Martin Hall 130"	"In-Person Instruction"	"Jenna Lee Ridlen"
"22092"	"Biology"	"BY 264"	"Human Anatomy and Physiology II"	"001"	"LAB"	"4"	"12:30:00"	"14:30:00"	"M"	"Martin Hall 327"	"Lab"	"James R Rayburn"
"22095"	"Biology"	"BY 264"	"Human Anatomy and Physiology II"	"002"	"LEC"	"4"	"07:30:00"	"09:00:00"	"TR"	"Martin Hall 122"	"In-Person Instruction"	"James R Rayburn"
"22098"	"Biology"	"BY 264"	"Human Anatomy and Physiology II"	"003"	"LEC"	"4"	"07:30:00"	"09:00:00"	"TR"	"Martin Hall 122"	"In-Person Instruction"	"James R Rayburn"
"22103"	"Biology"	"BY 264"	"Human Anatomy and Physiology II"	"004"	"LAB"	"4"	"15:00:00"	"17:00:00"	"M"	"Martin Hall 327"	"Lab"	"Bethany Elaine Smith"
"22110"	"Biology"	"BY 264"	"Human Anatomy and Physiology II"	"005"	"LEC"	"4"	"14:30:00"	"16:00:00"	"TR"	"Martin Hall 122"	"In-Person Instruction"	"Bethany Elaine Smith"
"22948"	"Biology"	"BY 264"	"Human Anatomy and Physiology II"	"006"	"LEC"	"4"	"14:30:00"	"16:00:00"	"TR"	"Martin Hall 122"	"In-Person Instruction"	"Bethany Elaine Smith"
"22115"	"Biology"	"BY 283"	"Health Microbiology"	"001"	"LEC"	"4"	"13:45:00"	"14:45:00"	"MWF"	"Martin Hall 122"	"In-Person Instruction"	"Richard M Watkins"
"22117"	"Biology"	"BY 283"	"Health Microbiology"	"002"	"LEC"	"4"	"13:45:00"	"14:45:00"	"MWF"	"Martin Hall 122"	"In-Person Instruction"	"Richard M Watkins"
"22121"	"Biology"	"BY 283"	"Health Microbiology"	"003"	"LEC"	"4"	"11:15:00"	"12:15:00"	"MWF"	"Martin Hall 250"	"In-Person Instruction"	"Richard M Watkins"
"22128"	"Biology"	"BY 283"	"Health Microbiology"	"004"	"LEC"	"4"	"11:15:00"	"12:15:00"	"MWF"	"Martin Hall 250"	"In-Person Instruction"	"Richard M Watkins"
"22995"	"Biology"	"BY 322"	"Genetics (WI)"	"001"	"LEC"	"4"	"08:45:00"	"09:45:00"	"MWF"	"Martin Hall 250"	"In-Person Instruction"	"Jimmy Keith Triplett"
"22999"	"Biology"	"BY 322"	"Genetics (WI)"	"002"	"LEC"	"4"	"08:45:00"	"09:45:00"	"MWF"	"Martin Hall 250"	"In-Person Instruction"	"Jimmy Keith Triplett"
"23008"	"Biology"	"BY 322"	"Genetics (WI)"	"003"	"LAB"	"4"	"10:00:00"	"12:00:00"	"M"	"McGee Science Center 110"	"Lab"	"Ashley Nicole Turner"
"23012"	"Biology"	"BY 322"	"Genetics (WI)"	"004"	"LAB"	"4"	"12:30:00"	"14:30:00"	"M"	"McGee Science Center 110"	"Lab"	"Ashley Nicole Turner"
"23013"	"Biology"	"BY 323"	"Microbiology"	"001"	"LEC"	"4"	"10:00:00"	"11:00:00"	"MWF"	"Martin Hall 250"	"In-Person Instruction"	"Jocelyn Antoinette Moore"
"23014"	"Biology"	"BY 323"	"Microbiology"	"002"	"LEC"	"4"	"10:00:00"	"11:00:00"	"MWF"	"Martin Hall 250"	"In-Person Instruction"	"Jocelyn Antoinette Moore"
"23024"	"Biology"	"BY 324"	"Introduction to Evolutionary Biology"	"001"	"LEC"	"3"	"08:45:00"	"09:45:00"	"MWF"	"Martin Hall 122"	"In-Person Instruction"	"Christopher Alan Murdock"
"23038"	"Biology"	"BY 332"	"Ecology"	"001"	"LEC"	"4"	"12:45:00"	"14:15:00"	"TR"	"Martin Hall 122"	"In-Person Instruction"	"Tenzing Jonathan Watre Ingty"
"23039"	"Biology"	"BY 332"	"Ecology"	"002"	"LEC"	"4"	"12:45:00"	"14:15:00"	"TR"	"Martin Hall 122"	"In-Person Instruction"	"Tenzing Jonathan Watre Ingty"
"23040"	"Biology"	"BY 340"	"Discovering Genomics and Bioinformatics"	"001"	"BL1"	"3"	"11:15:00"	"12:15:00"	"MWF"	"Martin Hall 203"	"Hybrid (mostly on-campus)"	"Jenna Lee Ridlen"
"23041"	"Biology"	"BY 373"	"Cell Biology"	"001"	"LEC"	"4"	"12:45:00"	"14:15:00"	"TR"	"Martin Hall 130"	"In-Person Instruction"	"Mijitaba Hamissou"
"23042"	"Biology"	"BY 373"	"Cell Biology"	"002"	"LEC"	"4"	"12:45:00"	"14:15:00"	"TR"	"Martin Hall 130"	"In-Person Instruction"	"Mijitaba Hamissou"
"23043"	"Biology"	"BY 373"	"Cell Biology"	"003"	"LEC"	"4"	"12:45:00"	"14:15:00"	"TR"	"Martin Hall 250"	"In-Person Instruction"	"Le Su, Lori Lee Hensley"
"23044"	"Biology"	"BY 373"	"Cell Biology"	"004"	"LEC"	"4"	"12:45:00"	"14:15:00"	"TR"	"Martin Hall 250"	"In-Person Instruction"	"Le Su, Lori Lee Hensley"
"23045"	"Biology"	"BY 406"	"Ornithology"	"001"	"LEC"	"4"	"10:00:00"	"11:00:00"	"MWF"	"Martin Hall 111"	"In-Person Instruction"	"Grover James Brown"
"23048"	"Biology"	"BY 406"	"Ornithology"	"002"	"LEC"	"4"	"10:00:00"	"11:00:00"	"MWF"	"Martin Hall 111"	"In-Person Instruction"	"Grover James Brown"
"23051"	"Biology"	"BY 419"	"Medical Botany"	"001"	"LEC"	"4"	"12:30:00"	"13:30:00"	"MWF"	"Martin Hall 250"	"In-Person Instruction"	"Jimmy Keith Triplett"
"23052"	"Biology"	"BY 419"	"Medical Botany"	"002"	"LEC"	"4"	"12:30:00"	"13:30:00"	"MWF"	"Martin Hall 250"	"In-Person Instruction"	"Jimmy Keith Triplett"
"23055"	"Biology"	"BY 434"	"Animal Systems Physiology"	"001"	"LEC"	"4"	"07:30:00"	"09:00:00"	"TR"	"Martin Hall 336"	"In-Person Instruction"	"Christopher Alan Murdock"
"23056"	"Biology"	"BY 434"	"Animal Systems Physiology"	"002"	"LEC"	"4"	"07:30:00"	"09:00:00"	"TR"	"Martin Hall 336"	"In-Person Instruction"	"Christopher Alan Murdock"
"23059"	"Biology"	"BY 434"	"Animal Systems Physiology"	"003"	"LEC"	"4"	"07:30:00"	"09:00:00"	"TR"	"Martin Hall 336"	"In-Person Instruction"	"Christopher Alan Murdock"
"23062"	"Biology"	"BY 434"	"Animal Systems Physiology"	"004"	"LEC"	"4"	"07:30:00"	"09:00:00"	"TR"	"Martin Hall 336"	"In-Person Instruction"	"Christopher Alan Murdock"
"23069"	"Biology"	"BY 443"	"Medical Entomology"	"001"	"BL1"	"3"	"11:15:00"	"12:15:00"	"MWF"	"Martin Hall 202"	"Hybrid (mostly on-campus)"	"Lori Tolley-Jordan"
"23070"	"Biology"	"BY 443"	"Medical Entomology"	"002"	"BL1"	"3"	"11:15:00"	"12:15:00"	"MWF"	"Martin Hall 202"	"Hybrid (mostly on-campus)"	"Lori Tolley-Jordan"
"23085"	"Biology"	"BY 481"	"Advanced Topics: Cancer Biolog"	"001"	"LEC"	"1"	"11:15:00"	"12:15:00"	"T"	"Martin Hall 250"	"In-Person Instruction"	"Le Su"
"23086"	"Biology"	"BY 481"	"Advanced Topics: Cancer Biolog"	"002"	"LEC"	"1"	"11:15:00"	"12:15:00"	"T"	"Martin Hall 250"	"In-Person Instruction"	"Le Su"
